trial primary/dMass cbp/dOrbPeriod cbp/dMass cbp/dEnvelopeMass 
rand_1858 0.167027 -24.968935 -1.976071 -0.060097 
rand_1859 1.100000 -46.899335 -2.914402 -0.169916 
rand_1860 1.110695 -13.078417 -1.613587 -0.034137 
rand_1861 1.130000 -44.838271 -3.467930 -0.268289 
rand_1862 0.544272 -40.085344 -2.639052 -0.130268 
rand_1863 1.070000 -44.144407 -3.502000 -0.280378 
rand_1864 0.275275 -24.567102 -4.062019 -0.414897 
rand_1865 0.800000 -33.909880 -4.990065 -0.734144 
rand_1866 1.032076 -43.173149 -2.326713 -0.092164 
rand_1867 1.160000 -29.530719 -1.776001 -0.045588 
rand_1868 1.040000 -49.153909 -1.325132 -0.020245 
rand_1869 0.960000 -10.729638 -3.179750 -0.216917 
rand_1870 1.310000 -33.016057 -3.735281 -0.333787 
rand_1871 0.727777 -19.191712 -1.598124 -0.033729 
rand_1872 1.220828 -49.740914 -0.510476 -0.001531 
rand_1873 0.512312 -28.500043 -3.824048 -0.352749 
rand_1874 1.250000 -51.499458 -4.482929 -0.544731 
rand_1875 0.720000 -26.968850 -2.937811 -0.172004 
rand_1876 0.940000 -33.558725 -6.093543 -1.240683 
rand_1877 0.870000 -31.486052 -5.796398 -1.066221 
rand_1878 1.043998 -31.963846 -0.896337 -0.007025 
rand_1879 0.820000 -36.940030 -1.942689 -0.057439 
rand_1880 1.000000 -34.616038 -5.726794 -1.046764 
rand_1881 0.500000 -52.968498 -4.102258 -0.431220 
rand_1882 0.425123 -35.860002 -0.939133 -0.007961 
rand_1883 0.780000 -57.180624 -4.087610 -0.420779 
rand_1884 1.010000 -34.565637 -4.995118 -0.727188 
rand_1885 1.020000 -35.732106 -2.206375 -0.080815 
rand_1886 0.790000 -15.627612 -3.346634 -0.246727 
rand_1887 0.680000 -23.113705 -2.759622 -0.145880 
rand_1888 0.568554 -34.545577 -2.549776 -0.119354 
rand_1889 0.455967 -34.213328 -2.175342 -0.076310 
rand_1890 1.050000 -48.236025 -5.231400 -0.825019 
rand_1891 0.896266 -12.491576 -1.671678 -0.038248 
rand_1892 0.970000 -20.221735 -1.849465 -0.050561 
rand_1893 0.760000 -58.073383 -3.042939 -0.189276 
rand_1894 1.000000 -28.262982 -6.023279 -1.186955 
rand_1895 0.454233 -47.185988 -0.257605 -0.000235 
rand_1896 0.860000 -28.513032 -3.047029 -0.193403 
rand_1897 0.669148 -18.172447 -1.414863 -0.024151 
rand_1898 0.820000 -24.984511 -1.810212 -0.046935 
rand_1899 0.650000 -16.266619 -1.663003 -0.037719 
rand_1900 1.280000 -18.877536 -7.731083 -2.371696 
rand_1901 0.356883 -34.269243 -1.052423 -0.010655 
rand_1902 0.928536 -20.495270 -2.739959 -0.140468 
rand_1903 0.740000 -50.986140 -3.511305 -0.282842 
rand_1904 1.258684 -16.167042 -2.966961 -0.180811 
rand_1905 1.020149 -31.903969 -3.197608 -0.221941 
rand_1906 1.000000 -39.401023 -2.814077 -0.154213 
rand_1907 1.040000 -36.458372 -2.183594 -0.079321 
rand_1908 1.040000 -53.254126 -5.824688 -1.127673 
rand_1909 0.750000 -10.450005 -4.410868 -0.522841 
rand_1910 1.299230 -10.390298 -2.156792 -0.075974 
rand_1911 0.990000 -50.624891 -4.326748 -0.499787 
rand_1912 0.980000 -17.448260 -9.383172 -3.998741 
rand_1913 0.977479 -28.530201 -1.504347 -0.028522 
rand_1914 0.480000 -13.464465 -1.642289 -0.036513 
rand_1915 0.781957 -27.964159 -1.491875 -0.027826 
rand_1916 1.110000 -14.136714 -4.790467 -0.648293 
rand_1917 0.750000 -27.575732 -4.891351 -0.679987 
rand_1918 0.750000 -40.306906 -1.178630 -0.014776 
rand_1919 0.358355 -36.911403 -4.497991 -0.545327 
rand_1920 0.966647 -11.366541 -2.343046 -0.093694 
rand_1921 0.820414 -46.793167 -2.711162 -0.139486 
rand_1922 0.880000 -59.610448 -1.375473 -0.022058 
rand_1923 0.444756 -24.662842 -4.010794 -0.401868 
rand_1924 0.540000 -42.539395 -1.960658 -0.058746 
rand_1925 1.010000 -16.672064 -4.544991 -0.560758 
rand_1926 1.090000 -57.649382 -3.547132 -0.286538 
rand_1927 1.080000 -55.731368 -3.686201 -0.320641 
rand_1928 1.100000 -43.912029 -5.742510 -1.059945 
rand_1929 1.300000 -57.896438 -4.149034 -0.436039 
rand_1930 0.830000 -52.516290 -1.643836 -0.036137 
rand_1931 0.990000 -41.272980 -4.808517 -0.655939 
rand_1932 1.120000 -18.639152 -3.975123 -0.397249 
rand_1933 1.230930 -35.311893 -4.285422 -0.490045 
rand_1934 0.450000 -24.853219 -2.927999 -0.172001 
rand_1935 0.687755 -38.720948 -2.494277 -0.111620 
rand_1936 0.820000 -17.813108 -1.112840 -0.012717 
rand_1937 1.160000 -24.877138 -6.104552 -1.270912 
rand_1938 0.847667 -30.228671 -1.095930 -0.011878 
rand_1939 0.540000 -12.525868 -2.319329 -0.091995 
rand_1940 0.740000 -41.260692 -2.706695 -0.140988 
rand_1941 1.253349 -48.021238 -2.853079 -0.158351 
rand_1942 0.672161 -34.612967 -1.893266 -0.052578 
rand_1943 0.439855 -18.952641 -2.043859 -0.066449 
rand_1944 1.034511 -24.759483 -1.751062 -0.042226 
rand_1945 0.812780 -25.163180 -2.212437 -0.081815 
rand_1946 0.890000 -33.436514 -1.678495 -0.037943 
rand_1947 1.070000 -35.357465 -0.763010 -0.004485 
rand_1948 1.200000 -24.384652 -2.823677 -0.154081 
rand_1949 0.880000 -46.555005 -2.546021 -0.117070 
rand_1950 0.700000 -13.645125 -4.006418 -0.401403 
rand_1951 1.297329 -11.004022 -3.384648 -0.258846 
rand_1952 1.032844 -11.548298 -3.043736 -0.190973 
rand_1953 0.540000 -49.551498 -3.809744 -0.353185 
rand_1954 1.070000 -52.751145 -0.975435 -0.008838 
rand_1955 1.020000 -29.077931 -7.434243 -2.131586 
rand_1956 1.007577 -48.087536 -3.784602 -0.339258 
rand_1957 0.850000 -37.436919 -7.694489 -2.359840 
rand_1958 1.060000 -40.369052 -2.574457 -0.122127 
rand_1959 0.875447 -45.351563 -0.883396 -0.006712 
rand_1960 0.780000 -50.823361 -2.719723 -0.143595 
rand_1961 1.312278 -13.320102 -0.973410 -0.008893 
rand_1962 1.275304 -17.546986 -1.165612 -0.014106 
rand_1963 0.800000 -59.184443 -5.105288 -0.785204 
rand_1964 0.840000 -31.949105 -2.321418 -0.091474 
rand_1965 1.170000 -40.328489 -4.007292 -0.401501 
rand_1966 1.010000 -12.597035 -5.345390 -0.874952 
rand_1967 1.200000 -26.496739 -2.124656 -0.072634 
rand_1968 0.488538 -13.436651 -2.098255 -0.070341 
rand_1969 1.210000 -16.473946 -7.812578 -2.453379 
rand_1970 1.020000 -20.538222 -2.747284 -0.144604 
rand_1971 1.323188 -44.403088 -0.787383 -0.004987 
rand_1972 1.124419 -28.352067 -1.323265 -0.020346 
rand_1973 1.374311 -26.343034 -1.945747 -0.056918 
rand_1974 0.610000 -30.417267 -2.775512 -0.147136 
rand_1975 0.930000 -49.939373 -1.127038 -0.013049 
rand_1976 1.040000 -15.283891 -1.561993 -0.031358 
rand_1977 0.880000 -37.778972 -1.641077 -0.037162 
rand_1978 1.210000 -52.462418 -4.588279 -0.576456 
rand_1979 1.210605 -35.185502 -1.033140 -0.010080 
rand_1980 0.836544 -10.635011 -3.048614 -0.192176 
rand_1981 1.180000 -27.912037 -5.584495 -0.980102 
rand_1982 0.449948 -18.599458 -2.959579 -0.177843 
rand_1983 1.140000 -54.712713 -3.660407 -0.321110 
rand_1984 1.207465 -18.592134 -0.185100 -0.000099 
rand_1985 1.070000 -50.788445 -3.886005 -0.367294 
rand_1986 1.290000 -50.985661 -8.729391 -3.297033 
rand_1987 0.936135 -13.714235 -1.463622 -0.026549 
rand_1988 1.170000 -58.704975 -2.889302 -0.163391 
rand_1989 1.070403 -41.488438 -2.233796 -0.083408 
rand_1990 0.848988 -47.192190 -2.102431 -0.070671 
rand_1991 0.944064 -12.172279 -2.106771 -0.071732 
rand_1992 0.680000 -49.080535 -2.660935 -0.131651 
rand_1993 1.140000 -42.958930 -6.131572 -1.253547 
rand_1994 0.880000 -18.768216 -6.217241 -1.314533 
rand_1995 0.930000 -54.819289 -5.815007 -1.094611 
rand_1996 1.080000 -56.478881 -5.292322 -0.843737 
rand_1997 1.161246 -40.571844 -2.616130 -0.128201 
rand_1998 0.689988 -33.742397 -3.225076 -0.223478 
rand_1999 0.730000 -52.150207 -3.458957 -0.271632 
rand_2000 0.730000 -49.487144 -1.040038 -0.010623 
rand_2001 1.210000 -18.111238 -5.782375 -1.063517 
rand_2002 1.040000 -49.410659 -9.537546 -4.206235 
rand_2003 0.690000 -49.713616 -3.687431 -0.324314 
rand_2004 0.136697 -20.919565 -2.080157 -0.068971 
rand_2005 1.050000 -33.532743 -2.762306 -0.149246 
rand_2006 0.690000 -18.128363 -4.494359 -0.539703 
rand_2007 0.840000 -12.118921 -5.134947 -0.795363 
rand_2008 1.390538 -37.919829 -0.424092 -0.000918 
rand_2009 1.100000 -17.098731 -3.578522 -0.294093 
rand_2010 1.166503 -41.701204 -0.724967 -0.003991 
rand_2011 0.898411 -43.099699 -2.717305 -0.140267 
rand_2012 0.880000 -11.120849 -4.571291 -0.583210 
rand_2013 0.810000 -29.670348 -1.443216 -0.025906 
rand_2014 0.970000 -56.183202 -4.400727 -0.513192 
rand_2015 0.900000 -36.248339 -2.725803 -0.142453 
rand_2016 1.294539 -42.206839 -1.467158 -0.026741 
rand_2017 1.103113 -29.331501 -3.031962 -0.190020 
rand_2018 1.302161 -48.405049 -1.106848 -0.012316 
rand_2019 0.961464 -33.404151 -2.198357 -0.078988 
rand_2020 1.340000 -25.949793 -2.451687 -0.107033 
rand_2021 0.900000 -59.727076 -3.021415 -0.188186 
rand_2022 1.058706 -35.521401 -0.629023 -0.002625 
rand_2023 1.180000 -47.400416 -3.040963 -0.188021 
rand_2024 1.150000 -42.873165 -4.947163 -0.719772 
rand_2025 1.052617 -31.860231 -4.382025 -0.509740 
rand_2026 0.445310 -49.580978 -1.573839 -0.032041 
rand_2027 1.170000 -15.004033 -5.771000 -1.065205 
rand_2028 0.729583 -48.262013 -3.644232 -0.308293 
rand_2029 1.070000 -15.866308 -2.717489 -0.141136 
rand_2030 1.110000 -58.563552 -3.578043 -0.298863 
rand_2031 1.060000 -16.974698 -1.964003 -0.059501 
rand_2032 0.870000 -17.666424 -0.956376 -0.008591 
rand_2033 0.920000 -47.503999 -5.287753 -0.855328 
rand_2034 0.684880 -11.874845 -3.139002 -0.209822 
rand_2035 0.960000 -37.756292 -3.431939 -0.261723 
rand_2036 1.120000 -45.961419 -10.329474 -5.165196 
rand_2037 0.680000 -46.072334 -5.579927 -0.986506 
rand_2038 1.030000 -36.095618 -3.743547 -0.336695 
rand_2039 0.800000 -21.232917 -2.406996 -0.100182 
rand_2040 0.970000 -40.775953 -2.451806 -0.106843 
rand_2041 1.047371 -20.989277 -1.824837 -0.048785 
rand_2042 0.610000 -11.292679 -1.197651 -0.015491 
rand_2043 1.040000 -17.347353 -3.196991 -0.220977 
rand_2044 1.029936 -10.398136 -1.073223 -0.011398 
rand_2045 0.510000 -15.696619 -1.818228 -0.048202 
rand_2046 1.115651 -20.971547 -3.074451 -0.194734 
rand_2047 0.780000 -14.131666 -4.314921 -0.490931 
rand_2048 0.560000 -36.228148 -4.443673 -0.524819 
rand_2049 1.024557 -48.620010 -1.596302 -0.033242 
rand_2050 0.210000 -12.526617 -1.143410 -0.013607 
rand_2051 0.761882 -39.045470 -2.926342 -0.170775 
rand_2052 1.080000 -29.704675 -2.778233 -0.146923 
rand_2053 1.120000 -46.818100 -0.888603 -0.006806 
rand_2054 1.160000 -36.706215 -5.483735 -0.950903 
rand_2055 0.880000 -37.192565 -6.928639 -1.787191 
rand_2056 0.779504 -32.733412 -1.899957 -0.053879 
rand_2057 1.056764 -43.397583 -2.839688 -0.158120 
rand_2058 1.171706 -18.267803 -1.353995 -0.021266 
rand_2059 1.110000 -41.578547 -1.781832 -0.044365 
rand_2060 0.730000 -44.934600 -4.855204 -0.671573 
rand_2061 1.060000 -56.999095 -4.346630 -0.497962 
rand_2062 1.150000 -41.929833 -2.570315 -0.120453 
rand_2063 0.670000 -20.343110 -4.461598 -0.543174 
rand_2064 1.036784 -30.597485 -1.418916 -0.024810 
rand_2065 1.140000 -54.033323 -3.489786 -0.277473 
rand_2066 1.308734 -43.448081 -1.531601 -0.029983 
rand_2067 1.090000 -55.957150 -3.694188 -0.323727 
rand_2068 0.250000 -26.688105 -0.562212 -0.002005 
rand_2069 0.590000 -15.003572 -2.985786 -0.183214 
rand_2070 1.059620 -10.885196 -1.409849 -0.023701 
rand_2071 1.118839 -20.227132 -2.439799 -0.105147 
rand_2072 0.910000 -31.723246 -2.876288 -0.163492 
rand_2073 0.710000 -18.279668 -2.445376 -0.105652 
rand_2074 1.030000 -17.218352 -5.679108 -1.021553 
rand_2075 0.600000 -28.955353 -2.463333 -0.107423 
rand_2076 0.950000 -57.714444 -3.213370 -0.224292 
rand_2077 0.721330 -20.356588 -3.321416 -0.239663 
rand_2078 0.880000 -41.925329 -3.969148 -0.393566 
rand_2079 0.759902 -14.116878 -1.562641 -0.031898 
rand_2080 0.720000 -15.458218 -2.723043 -0.139673 
rand_2081 1.312655 -48.270619 -2.139278 -0.074008 
rand_2082 0.840000 -33.392309 -3.337643 -0.246949 
rand_2083 1.261444 -13.126060 -0.799645 -0.005187 
rand_2084 1.080000 -50.354348 -3.669022 -0.318637 
rand_2085 1.160000 -45.140277 -0.459350 -0.001167 
rand_2086 1.100000 -41.301338 -1.611705 -0.034315 
rand_2087 0.905763 -28.695475 -2.080924 -0.068677 
rand_2088 0.920000 -47.384388 -7.832470 -2.492441 
rand_2089 0.780000 -35.080674 -1.594928 -0.033790 
rand_2090 0.970000 -32.530350 -6.113081 -1.276988 
rand_2091 1.000000 -30.565827 -0.964264 -0.008553 
rand_2092 0.860000 -43.267042 -2.908390 -0.167386 
rand_2093 1.060000 -52.858154 -6.749347 -1.619477 
rand_2094 0.820000 -18.335832 -5.868113 -1.137976 
rand_2095 0.381010 -39.737986 -4.036567 -0.413419 
rand_2096 1.062219 -26.909985 -0.365592 -0.000628 
rand_2097 0.837453 -13.517672 -2.401236 -0.099803 
rand_2098 1.000000 -25.234954 -0.446744 -0.001067 
rand_2099 1.032318 -34.908628 -0.887566 -0.006918 
rand_2100 0.780000 -56.289902 -7.006968 -1.860631 
rand_2101 0.837716 -48.191654 -1.915077 -0.054381 
rand_2102 0.533846 -10.618511 -1.504602 -0.028199 
rand_2103 1.305705 -30.005254 -1.352343 -0.021395 
rand_2104 1.105367 -43.539795 -2.352789 -0.096459 
rand_2105 1.080000 -59.527804 -4.616510 -0.586611 
rand_2106 0.191680 -45.287378 -2.375590 -0.098671 
rand_2107 0.808021 -20.321017 -2.255695 -0.085037 
rand_2108 1.270000 -54.646768 -3.817776 -0.348154 
rand_2109 1.157185 -31.525332 -3.454283 -0.270800 
rand_2110 0.840000 -59.761106 -2.441086 -0.105337 
rand_2111 1.080000 -41.267192 -7.870668 -2.501829 
rand_2112 1.056719 -33.365296 -2.392374 -0.100636 
rand_2113 1.010000 -47.484408 -8.442241 -3.048531 
rand_2114 0.474683 -34.994340 -2.365302 -0.096520 
rand_2115 1.310000 -21.365345 -4.161344 -0.457324 
rand_2116 0.770000 -43.066269 -3.983254 -0.400137 
rand_2117 0.900000 -32.551360 -3.641093 -0.305048 
rand_2118 0.850000 -26.715524 -2.815246 -0.154031 
rand_2119 0.773867 -48.239019 -1.303094 -0.019413 
rand_2120 1.100000 -43.669314 -4.537603 -0.558750 
rand_2121 1.200000 -21.067788 -3.684071 -0.317294 
rand_2122 1.000000 -43.394879 -3.519965 -0.283890 
rand_2123 1.100000 -12.943672 -2.905194 -0.171269 
rand_2124 1.080960 -25.586185 -0.884157 -0.006942 
rand_2125 1.228667 -33.181016 -2.976139 -0.180480 
rand_2126 1.258879 -13.131637 -5.678752 -1.051045 
rand_2127 0.893564 -29.581974 -2.604358 -0.122732 
rand_2128 1.000000 -10.526750 -2.213868 -0.081787 
rand_2129 0.970000 -39.726015 -1.250109 -0.017135 
rand_2130 1.030000 -55.529718 -5.912528 -1.159016 
rand_2131 1.133830 -40.367204 -2.492286 -0.110829 
rand_2132 0.534717 -14.163216 -1.940999 -0.057605 
rand_2133 1.170000 -33.872828 -2.981266 -0.179369 
rand_2134 1.130000 -37.334874 -5.185092 -0.801117 
rand_2135 1.170000 -40.767936 -1.922051 -0.055164 
rand_2136 1.150000 -11.966046 -7.675803 -2.327519 
rand_2137 1.034840 -13.852327 -1.376407 -0.022494 
rand_2138 0.641296 -35.364893 -1.153710 -0.014007 
rand_2139 1.100000 -56.306793 -3.586108 -0.296596 
rand_2140 0.243911 -29.770046 -4.066685 -0.418424 
rand_2141 1.160000 -48.020928 -1.569698 -0.031733 
rand_2142 0.880579 -10.589769 -2.331902 -0.093059 
rand_2143 0.990000 -40.201774 -4.884512 -0.676726 
rand_2144 0.860000 -51.961401 -0.864934 -0.006366 
rand_2145 0.677469 -46.973681 -1.287213 -0.018785 
rand_2146 1.251697 -27.263855 -1.302992 -0.019200 
rand_2147 0.550000 -40.339131 -5.379377 -0.895255 
rand_2148 0.820000 -59.507996 -1.986961 -0.060446 
rand_2149 1.143481 -36.322591 -2.865986 -0.160262 
rand_2150 0.880000 -12.484886 -5.204451 -0.807810 
rand_2151 0.131438 -35.388445 -3.154668 -0.213870 
rand_2152 0.628664 -48.628680 -0.489003 -0.001346 
rand_2153 1.060000 -30.953064 -5.749580 -1.056077 
rand_2154 1.129917 -38.588186 -2.149948 -0.074750 
rand_2155 0.760000 -34.902937 -6.276461 -1.356161 
rand_2156 0.260000 -47.181429 -3.294456 -0.239680 
rand_2157 0.333929 -47.823805 -1.448873 -0.025747 
rand_2158 1.060000 -15.993271 -2.504409 -0.112223 
rand_2159 0.770000 -13.356192 -4.276200 -0.476743 
rand_2160 0.760000 -11.668560 -9.116904 -3.759873 
rand_2161 0.840000 -50.650592 -3.954219 -0.390613 
rand_2162 1.240000 -31.511076 -1.773209 -0.044494 
rand_2163 1.163813 -34.882420 -2.251858 -0.085494 
rand_2164 1.080000 -40.536728 -3.782803 -0.341068 
rand_2165 0.381975 -39.892779 -1.735256 -0.041376 
rand_2166 1.010000 -51.790436 -1.786283 -0.045376 
rand_2167 1.050000 -13.141891 -1.718602 -0.041318 
rand_2168 0.730000 -29.825983 -2.464310 -0.109713 
rand_2169 0.792769 -38.293293 -1.458017 -0.026165 
rand_2170 1.313523 -17.987767 -2.127593 -0.073065 
rand_2171 1.237401 -41.140209 -0.205368 -0.000130 
rand_2172 0.910000 -16.988461 -6.267441 -1.329525 
rand_2173 1.090000 -46.744314 -4.083282 -0.426311 
rand_2174 0.910000 -43.856005 -3.611758 -0.311599 
rand_2175 1.010000 -33.715927 -4.985729 -0.726399 
rand_2176 0.821436 -40.966229 -2.716379 -0.142711 
rand_2177 1.247742 -36.826120 -2.673749 -0.134183 
rand_2178 1.212324 -10.866125 -2.277597 -0.087126 
rand_2179 0.150000 -44.767051 -1.895079 -0.053115 
rand_2180 1.260116 -47.834044 -3.245497 -0.228874 
rand_2181 1.153724 -41.158855 -1.074971 -0.011655 
rand_2182 1.322462 -39.895763 -3.132043 -0.207804 
rand_2183 0.960000 -12.832555 -2.628314 -0.128699 
rand_2184 0.700462 -20.023452 -2.143699 -0.073757 
rand_2185 1.385292 -28.326954 -3.642353 -0.307520 
rand_2186 1.007421 -32.012846 -1.538666 -0.030950 
rand_2187 0.190784 -49.140814 -1.695421 -0.039831 
rand_2188 0.980000 -46.800974 -0.236924 -0.000197 
rand_2189 0.967775 -39.150158 -2.435632 -0.105826 
rand_2190 0.455020 -41.308801 -2.035847 -0.064052 
rand_2191 1.100000 -24.092603 -3.496433 -0.278769 
rand_2192 1.080000 -11.465202 -1.857463 -0.050544 
rand_2193 1.010000 -54.947876 -3.168671 -0.214798 
rand_2194 1.187292 -20.738459 -0.391491 -0.000759 
rand_2195 0.568064 -45.479943 -2.961014 -0.174615 
rand_2196 1.189073 -48.745340 -0.807435 -0.005357 
rand_2197 1.090510 -17.783222 -2.299178 -0.089312 
rand_2198 0.810000 -22.105286 -7.226527 -1.969053 
rand_2199 1.031552 -12.022031 -1.599477 -0.033261 
rand_2200 0.170000 -12.367849 -3.709801 -0.327652 
rand_2201 0.990000 -42.958334 -3.763588 -0.334749 
rand_2202 1.120000 -18.326061 -9.928090 -4.679549 
rand_2203 0.600000 -15.396998 -7.865309 -2.472872 
rand_2204 1.168853 -38.323658 -3.341032 -0.241136 
rand_2205 1.098290 -22.829440 -0.786863 -0.005029 
rand_2206 1.030000 -29.704331 -1.882797 -0.051894 
rand_2207 0.298568 -48.311166 -2.477320 -0.111037 
rand_2208 0.917687 -47.622059 -2.124273 -0.072473 
rand_2209 0.810000 -23.733850 -1.394608 -0.023393 
rand_2210 0.709097 -33.052523 -4.156066 -0.437815 
rand_2211 1.324555 -31.139125 -0.863319 -0.006357 
rand_2212 0.739236 -12.330616 -1.174774 -0.014372 
rand_2213 1.070000 -53.185486 -7.792407 -2.403058 
rand_2214 0.620000 -54.678066 -3.165830 -0.215000 
rand_2215 1.361362 -15.198290 -3.195128 -0.221282 
rand_2216 0.780000 -47.194249 -8.897319 -3.477162 
rand_2217 0.884008 -15.895260 -3.024598 -0.188752 
rand_2218 0.740000 -40.692590 -2.137860 -0.074225 
rand_2219 0.910000 -23.211944 -7.880089 -2.542305 
rand_2220 1.285117 -41.598595 -2.459022 -0.107944 
rand_2221 0.840000 -21.474366 -2.601099 -0.127367 
rand_2222 0.433092 -27.780189 -0.837634 -0.005859 
rand_2223 0.910000 -18.448041 -2.190399 -0.080426 
rand_2224 1.040000 -49.345371 -3.382006 -0.259566 
rand_2225 1.000711 -44.280750 -2.030765 -0.063742 
rand_2226 1.075155 -30.176678 -1.348144 -0.021288 
rand_2227 0.735296 -21.946006 -2.494110 -0.109660 
rand_2228 0.533733 -24.922334 -2.572142 -0.122567 
rand_2229 0.614677 -47.540026 -2.805993 -0.151061 
rand_2230 0.890000 -40.900061 -0.564034 -0.002005 
rand_2231 0.599586 -32.146186 -4.558703 -0.564630 
rand_2232 0.680000 -54.339432 -4.263295 -0.480233 
rand_2233 0.910000 -32.687472 -6.377996 -1.415503 
rand_2234 0.960000 -26.193766 -7.702822 -2.342551 
rand_2235 0.990000 -23.516254 -3.081693 -0.197956 
rand_2236 0.980000 -14.267839 -3.184110 -0.219224 
rand_2237 0.422381 -47.418349 -1.892189 -0.052776 
rand_2238 0.867100 -32.841202 -3.279676 -0.234494 
rand_2239 0.399603 -38.955677 -1.822800 -0.047584 
rand_2240 1.330507 -37.697306 -0.930630 -0.007727 
rand_2241 1.010000 -59.667464 -1.912223 -0.054976 
rand_2242 0.970000 -40.602705 -7.730334 -2.382758 
rand_2243 1.111675 -40.471575 -0.652319 -0.002968 
rand_2244 0.870000 -17.521871 -1.423027 -0.024599 
rand_2245 1.142903 -30.997279 -0.624460 -0.002648 
rand_2246 1.080000 -33.426094 -3.607512 -0.299494 
rand_2247 0.930000 -55.509630 -0.875965 -0.006765 
rand_2248 1.070000 -38.131422 -3.621205 -0.305279 
rand_2249 0.820000 -10.626753 -2.904282 -0.168462 
rand_2250 0.355291 -42.570684 -0.636116 -0.002810 
rand_2251 1.236907 -26.453016 -0.176270 -0.000087 
rand_2252 0.950000 -32.354135 -2.229487 -0.083090 
rand_2253 0.520000 -11.034313 -1.944516 -0.056525 
rand_2254 1.117230 -26.131464 -2.309533 -0.090662 
rand_2255 1.273651 -40.758713 -4.549678 -0.563114 
rand_2256 0.737999 -46.336147 -3.055971 -0.193148 
rand_2257 1.380000 -11.715352 -5.318808 -0.869813 
rand_2258 0.970000 -17.675571 -5.175713 -0.808447 
rand_2259 0.640000 -16.109008 -5.665225 -1.020461 
rand_2260 1.060000 -39.717450 -2.849635 -0.162279 
rand_2261 1.083948 -28.216957 -2.442530 -0.105456 
rand_2262 0.970000 -32.344383 -1.216282 -0.016162 
rand_2263 0.960000 -13.885322 -2.693349 -0.137180 
rand_2264 1.200000 -31.347179 -2.497189 -0.110231 
rand_2265 0.770000 -50.003990 -4.661633 -0.603890 
rand_2266 0.970262 -13.187543 -0.519216 -0.001613 
rand_2267 0.220529 -18.455393 -1.451527 -0.026171 
rand_2268 1.080000 -32.569209 -5.226827 -0.827944 
rand_2269 1.050000 -52.097480 -4.565412 -0.565633 
rand_2270 0.980000 -53.655062 -7.510762 -2.146802 
rand_2271 1.250000 -39.331747 -5.985976 -1.190615 
rand_2272 0.980000 -49.033203 -5.499979 -0.943682 
rand_2273 1.210000 -29.189994 -1.227159 -0.016282 
rand_2274 1.225401 -36.290657 -1.327530 -0.020255 
rand_2275 0.670000 -25.830378 -3.510954 -0.278420 
rand_2276 0.475098 -18.033775 -0.871925 -0.006525 
rand_2277 0.911362 -13.523603 -3.903722 -0.373156 
rand_2278 1.250427 -37.246306 -2.752664 -0.145174 
rand_2279 0.950000 -42.438692 -3.157911 -0.208699 
rand_2280 1.070000 -36.901302 -2.549127 -0.116403 
rand_2281 1.000000 -21.573455 -2.741980 -0.144369 
rand_2282 1.065999 -47.233075 -0.941814 -0.008063 
rand_2283 0.566714 -44.897007 -2.747211 -0.144391 
rand_2284 1.240072 -28.256323 -4.205241 -0.456390 
rand_2285 1.160000 -21.623917 -5.211011 -0.819087 
rand_2286 1.160000 -34.035818 -7.918590 -2.515225 
rand_2287 1.246285 -10.018416 -0.971101 -0.008765 
rand_2288 0.941426 -25.999189 -2.668900 -0.133406 
rand_2289 0.855050 -19.658573 -2.668326 -0.131915 
rand_2290 0.668622 -21.667036 -2.042806 -0.065288 
rand_2291 0.607381 -19.708468 -0.304079 -0.000376 
rand_2292 1.070000 -57.065169 -3.681918 -0.325950 
rand_2293 1.171376 -45.803978 -1.819296 -0.047575 
rand_2294 0.750000 -35.198307 -3.609413 -0.303743 
rand_2295 0.676800 -19.772927 -1.402297 -0.023571 
rand_2296 1.070000 -37.475905 -1.076732 -0.011525 
rand_2297 0.181999 -30.768110 -1.781066 -0.044897 
rand_2298 0.690000 -16.340417 -5.574586 -0.983715 
rand_2299 0.800000 -38.933029 -7.061944 -1.862164 
rand_2300 0.780000 -48.644111 -7.117789 -1.895109 
rand_2301 0.980000 -48.998833 -5.290553 -0.858093 
rand_2302 1.010000 -42.714368 -2.849368 -0.161672 
rand_2303 0.177181 -27.358095 -3.106848 -0.202095 
rand_2304 1.089239 -29.573430 -2.963081 -0.180201 
rand_2305 0.423702 -19.815884 -0.795890 -0.005029 
rand_2306 1.190853 -37.129350 -2.905850 -0.171881 
rand_2307 0.903091 -30.016899 -3.665505 -0.312822 
rand_2308 0.970000 -28.096496 -6.488465 -1.487106 
rand_2309 1.080000 -56.340203 -6.596893 -1.553733 
rand_2310 0.817176 -35.023341 -2.249841 -0.084140 
rand_2311 0.581479 -27.475713 -3.352240 -0.246889 
rand_2312 0.940000 -39.991013 -3.729040 -0.327658 
rand_2313 0.308179 -13.422182 -2.708433 -0.139599 
rand_2314 1.316543 -34.761896 -2.522072 -0.114796 
rand_2315 1.238762 -40.940688 -0.842115 -0.005885 
rand_2316 0.792288 -39.929880 -2.341353 -0.093022 
rand_2317 0.190000 -38.547368 -11.559378 -6.884535 
rand_2318 0.793327 -20.313522 -2.166336 -0.075968 
rand_2319 0.766764 -30.929424 -1.839089 -0.048573 
rand_2320 0.880000 -53.800373 -4.018546 -0.403687 
rand_2321 0.908609 -31.879568 -2.075929 -0.068835 
rand_2322 0.655708 -11.393581 -5.141066 -0.790986 
