trial star/#dMass star/dMass planet/#dMass planet/dMass planet/dEnvelopeMass planet/dOrbPeriod 
rand_0347 4.040215 1.304370 0.594152 -3.136211 -0.203737 -43.345574 
rand_0348 1.126259 0.379207 0.874541 -2.193379 -0.078150 -13.951986 
rand_0349 3.264826 1.200000 1.899160 -6.771562 -1.652938 -18.261206 
rand_0350 1.806242 0.890000 0.546674 -5.323323 -0.853265 -20.661891 
rand_0351 2.320055 0.735737 6.009478 -2.424482 -0.103810 -49.251017 
rand_0352 2.397546 1.000000 3.739717 -1.251326 -0.017381 -37.111226 
rand_0353 2.582480 0.550000 0.336995 -5.966354 -1.200454 -19.963505 
rand_0354 1.351904 1.133349 1.860260 -0.436498 -0.001026 -13.553033 
rand_0355 4.313143 0.890000 0.925502 -2.339611 -0.093663 -55.844197 
rand_0356 2.510932 0.953949 1.930142 -3.314885 -0.243499 -46.433692 
rand_0357 2.372546 0.790000 12.040518 -1.449564 -0.025848 -59.523785 
rand_0358 8.042948 0.770000 2.264800 -3.162188 -0.212765 -56.117697 
rand_0359 1.628806 1.120000 4.408204 -0.759389 -0.004547 -47.545280 
rand_0360 1.728697 0.950000 2.535262 -3.561303 -0.290789 -15.270107 
rand_0361 1.609153 1.160000 1.221953 -6.040384 -1.241311 -58.888532 
rand_0362 6.160061 1.130956 7.263139 -3.011206 -0.187089 -43.414758 
rand_0363 1.614782 1.266796 3.121799 -2.157890 -0.075383 -28.504306 
rand_0364 3.530535 1.040000 0.278869 -5.186228 -0.798604 -40.344776 
rand_0365 3.068832 0.417238 2.528974 -0.985881 -0.009106 -38.694625 
rand_0366 3.279711 0.671328 2.021463 -4.761341 -0.645266 -31.016632 
rand_0367 1.679287 0.840000 8.962764 -2.448948 -0.104697 -14.658850 
rand_0368 3.824798 1.030000 0.767138 -3.149498 -0.207603 -12.499689 
rand_0369 3.073102 0.880000 2.617615 -4.759048 -0.637057 -49.455815 
rand_0370 3.732632 1.150000 1.802228 -0.355580 -0.000578 -10.384262 
rand_0371 3.034029 1.160000 2.398020 -4.160180 -0.445757 -23.551653 
rand_0372 3.979148 1.320000 1.957868 -4.851952 -0.666413 -52.885487 
rand_0373 2.127805 0.780000 14.788932 -2.575466 -0.119480 -35.815928 
rand_0374 1.277169 1.240000 0.822806 -2.222078 -0.081378 -52.523564 
rand_0375 2.947140 0.829828 0.699604 -3.141818 -0.204929 -21.141856 
rand_0376 5.306258 0.960000 4.249911 -2.929779 -0.171486 -39.146207 
rand_0377 4.084839 0.780800 2.988704 -3.153351 -0.210481 -17.093578 
rand_0378 4.914695 1.010000 0.376268 -0.715321 -0.003912 -20.847187 
rand_0379 4.026734 0.808633 0.192005 -2.781323 -0.149774 -40.917596 
rand_0380 4.532388 0.860000 3.258131 -5.386655 -0.878639 -39.532361 
rand_0381 2.052709 1.021240 0.975739 -1.979445 -0.060248 -22.182156 
rand_0382 1.523376 1.327191 7.908446 -1.234242 -0.016775 -23.999155 
rand_0383 5.833823 0.628033 0.210566 -3.578382 -0.298909 -37.572935 
rand_0384 3.839237 0.529162 9.926603 -3.248461 -0.230993 -26.254613 
rand_0385 1.584352 0.980000 13.199283 -1.252761 -0.017460 -25.544314 
rand_0386 1.608333 1.204003 3.439429 -1.276364 -0.018306 -27.737050 
rand_0387 2.864095 1.010000 3.239345 -1.811778 -0.047662 -12.957031 
rand_0388 2.382281 1.020000 6.313027 -6.292024 -1.339907 -46.224841 
rand_0389 5.462075 1.080000 1.845851 -5.718627 -1.050193 -20.107811 
rand_0390 1.569817 0.988666 0.755872 -2.720244 -0.141171 -46.457344 
rand_0391 3.145003 0.660000 2.161708 -5.443600 -0.923119 -29.812127 
rand_0392 3.369484 0.383025 5.804409 -1.662991 -0.037697 -16.248032 
rand_0393 2.013667 1.059925 1.553584 -2.014682 -0.062433 -34.060180 
rand_0394 3.863646 1.090000 3.310442 -2.733688 -0.143315 -16.628648 
rand_0395 2.021997 1.020000 0.767785 -4.532665 -0.556256 -43.781265 
rand_0396 4.192159 1.388147 2.431519 -3.175727 -0.214337 -41.466326 
rand_0397 3.768631 0.990000 1.937042 -4.494044 -0.548213 -40.641872 
rand_0398 2.181286 0.583744 0.635253 -0.740636 -0.004129 -14.674943 
rand_0399 2.200080 0.261734 7.242465 -3.167924 -0.215575 -38.199662 
rand_0400 4.729909 1.120000 3.442334 -1.292525 -0.019219 -39.770102 
rand_0401 1.389082 0.991961 1.759592 -3.026841 -0.191648 -10.824006 
rand_0402 3.705330 0.660000 9.668155 -5.439693 -0.909334 -23.179900 
rand_0403 1.668529 1.125291 7.323400 -0.240737 -0.000201 -15.898615 
rand_0404 1.876569 0.702701 2.612244 -3.697174 -0.325305 -23.442474 
rand_0405 8.184836 1.226825 26.763956 -1.829119 -0.049031 -28.493292 
rand_0406 2.333362 1.030000 2.524468 -1.539860 -0.030522 -10.797299 
rand_0407 1.255491 0.950000 1.484441 -6.387665 -1.379835 -36.931553 
rand_0408 3.407103 1.257032 2.682822 -0.596484 -0.002342 -33.435034 
rand_0409 2.573088 0.659257 4.893510 -2.165656 -0.076238 -32.311076 
rand_0410 2.890939 1.130000 6.496075 -2.012929 -0.062236 -23.134576 
rand_0411 2.266966 0.930000 4.208854 -5.679426 -1.012740 -29.436535 
rand_0412 3.210211 1.220000 1.769054 -2.730347 -0.141292 -17.082834 
rand_0413 3.245893 0.120000 1.682899 -7.289114 -2.015987 -15.603542 
rand_0414 1.164796 0.894550 2.295409 -0.262255 -0.000258 -32.575622 
rand_0415 1.560569 0.710679 0.140172 -1.019147 -0.010275 -29.555255 
rand_0416 4.641167 1.044666 0.472247 -1.080172 -0.011566 -37.486080 
rand_0417 3.679346 0.560000 1.777340 -5.224312 -0.835374 -55.228608 
rand_0418 3.222411 0.870858 1.820663 -3.321292 -0.239234 -25.203719 
rand_0419 3.443691 0.910000 1.627430 -5.695844 -1.031132 -47.769444 
rand_0420 1.870230 0.542057 1.996545 -3.196736 -0.218239 -26.906156 
rand_0421 0.945562 0.550000 2.520849 -1.423955 -0.024988 -17.180663 
rand_0422 3.350239 1.061484 0.610294 -0.994054 -0.009273 -20.616050 
rand_0423 3.876618 1.001856 0.321274 -3.268125 -0.233395 -26.187226 
rand_0424 0.799557 0.293096 0.824357 -1.754979 -0.042861 -30.338555 
rand_0425 1.016163 0.763725 0.762324 -2.623728 -0.126829 -25.230147 
rand_0426 4.791625 1.084104 0.655158 -2.579996 -0.120782 -45.573566 
rand_0427 2.206133 0.875171 1.620106 -0.555391 -0.001907 -29.958585 
rand_0428 2.093739 1.286469 11.994025 -1.962081 -0.058435 -21.255565 
rand_0429 2.379263 1.050000 4.687956 -4.283649 -0.487284 -10.782388 
rand_0430 2.895724 1.100000 0.659186 -5.262890 -0.836072 -11.399429 
rand_0431 2.345671 0.970690 1.817685 -0.335910 -0.000501 -44.905008 
rand_0432 1.224530 1.107766 18.198163 -3.634535 -0.311933 -33.327808 
rand_0433 1.399578 1.230000 2.991524 -5.651880 -1.014348 -54.348253 
rand_0434 2.913504 0.860000 0.711421 -1.711815 -0.039821 -14.318075 
rand_0435 4.501382 0.640000 0.726894 -4.551366 -0.569147 -17.509898 
rand_0436 2.307442 1.080000 5.028094 -1.227935 -0.016573 -22.548961 
rand_0437 2.636513 0.596828 2.945882 -3.567755 -0.292452 -12.181180 
rand_0438 2.419178 0.480000 0.727979 -4.256265 -0.462524 -59.762898 
rand_0439 1.188513 0.650000 4.414068 -4.429639 -0.524994 -53.230294 
rand_0440 4.393267 1.179081 2.758657 -1.829307 -0.048333 -11.252015 
rand_0441 3.514196 0.577320 2.046868 -4.255836 -0.471220 -32.822904 
rand_0442 2.265051 0.700631 8.529964 -1.928234 -0.055514 -35.070708 
rand_0443 1.797960 1.184527 0.869274 -1.678286 -0.038060 -14.328032 
rand_0444 2.978229 0.323086 4.863355 -1.720226 -0.040835 -13.332618 
rand_0445 2.413012 1.100000 0.919672 -5.556895 -0.971875 -51.918499 
rand_0446 2.538324 0.984113 0.957478 -3.652653 -0.313460 -13.838420 
rand_0447 3.984081 0.970000 3.136103 -0.659110 -0.003070 -50.310630 
rand_0448 6.269824 0.950000 2.584293 -1.947921 -0.058075 -48.535551 
rand_0449 8.360911 0.990000 14.757865 -6.974082 -1.809014 -38.561273 
rand_0450 4.712720 0.840000 2.573912 -3.800492 -0.345037 -58.065702 
rand_0451 1.583408 1.090000 0.754091 -2.580994 -0.123846 -40.956920 
rand_0452 1.260195 0.773664 0.580817 -2.067988 -0.068170 -14.091161 
rand_0453 4.164658 0.560000 0.494086 -2.615288 -0.128484 -30.189938 
rand_0454 3.439137 0.810000 1.993182 -5.935062 -1.174766 -35.199178 
rand_0455 5.383484 0.990000 1.613478 -1.660606 -0.037733 -32.594628 
rand_0456 4.293502 0.952611 3.278432 -1.140545 -0.013479 -49.639725 
rand_0457 5.685420 0.968344 6.472388 -2.963646 -0.177351 -39.566870 
rand_0458 2.640939 1.191849 1.742313 -1.028439 -0.010294 -23.564378 
rand_0459 4.223088 0.560000 0.443188 -8.009416 -2.567324 -49.244351 
rand_0460 1.221077 1.210000 6.830638 -8.775485 -3.294757 -17.628961 
rand_0461 2.722666 1.225676 0.509386 -0.753800 -0.004403 -26.495561 
rand_0462 3.411771 1.077611 3.783208 -1.891132 -0.052973 -20.305471 
rand_0463 7.317701 0.210037 2.533073 -1.255534 -0.017610 -34.636420 
rand_0464 4.711258 0.940000 0.889210 -0.841436 -0.005919 -11.211502 
rand_0465 2.581517 1.349068 15.223008 -1.379637 -0.022585 -17.225833 
rand_0466 2.783870 1.042576 9.892106 -3.939405 -0.382238 -47.866254 
rand_0467 4.843551 0.780000 3.818914 -5.598716 -0.991498 -42.553767 
rand_0468 3.221611 0.761226 3.732549 -3.737734 -0.331300 -31.159183 
rand_0469 7.641599 0.435083 7.556034 -2.814393 -0.157044 -21.133827 
rand_0470 7.736722 0.990000 7.863005 -4.795717 -0.649093 -21.919422 
rand_0471 2.246647 1.150000 8.779951 -6.291211 -1.344660 -10.795389 
rand_0472 1.953005 0.644082 1.172131 -1.296158 -0.019049 -30.201237 
rand_0473 6.907079 0.920000 5.077303 -9.873749 -4.619146 -44.304592 
rand_0474 3.023740 1.260883 2.557330 -0.694331 -0.003548 -23.697640 
rand_0475 2.629749 1.000000 0.829014 -4.691348 -0.617562 -25.995619 
rand_0476 4.857584 1.340000 1.429842 -6.470477 -1.463956 -11.048709 
rand_0477 2.871144 0.580000 0.486423 -0.792553 -0.005000 -17.240619 
rand_0478 2.171062 0.930000 2.788202 -2.784305 -0.148964 -27.264728 
rand_0479 2.525029 0.930000 2.861016 -6.199606 -1.298187 -47.172033 
rand_0480 4.001737 0.370000 1.652768 -5.674132 -1.031536 -39.454560 
rand_0481 2.515099 0.860000 2.328725 -2.886647 -0.168640 -42.471547 
rand_0482 2.651197 0.894983 3.920257 -3.179243 -0.217325 -34.409044 
rand_0483 2.663126 1.341475 0.619802 -0.551281 -0.001940 -34.144536 
rand_0484 3.092669 1.270000 1.011770 -6.680898 -1.585663 -51.762696 
rand_0485 0.931269 0.990000 18.386549 -4.583218 -0.569826 -12.674904 
rand_0486 2.695607 1.000000 2.163719 -1.960724 -0.058882 -54.890686 
rand_0487 2.977325 0.890000 29.538521 -2.783893 -0.150012 -56.828337 
rand_0488 4.127079 0.213473 0.546345 -2.066141 -0.067651 -49.114053 
rand_0489 1.419525 1.010000 3.055365 -0.807729 -0.005237 -10.794642 
rand_0490 2.043848 0.690000 24.974349 -4.663316 -0.602267 -56.142755 
rand_0491 3.725888 1.040000 1.631070 -3.314350 -0.243434 -34.169565 
rand_0492 3.111443 0.996073 4.223112 -1.983506 -0.060479 -13.828234 
rand_0493 4.625144 1.332838 1.738098 -2.021171 -0.063718 -42.640926 
rand_0494 6.630035 0.850000 1.387753 -6.631454 -1.567366 -58.158749 
rand_0495 0.872282 1.064543 2.660175 -1.976503 -0.059712 -32.467104 
rand_0496 1.166053 1.004289 1.073747 -1.859676 -0.050278 -21.832805 
rand_0497 3.017212 0.870000 2.214708 -2.748028 -0.143990 -41.549714 
rand_0498 2.417924 0.820000 0.701922 -2.928674 -0.170028 -46.213545 
rand_0499 1.593952 0.850000 1.627218 -4.348046 -0.505301 -25.434939 
rand_0500 3.502097 0.778055 0.675674 -1.137452 -0.013485 -11.773206 
rand_0501 3.358037 0.830000 1.904375 -3.966664 -0.398611 -22.841403 
rand_0502 2.657508 1.073785 0.416669 -1.860302 -0.049803 -45.262011 
rand_0503 2.104254 1.000000 2.461776 -6.821246 -1.692365 -56.841372 
rand_0504 2.091090 0.631841 2.437637 -1.579569 -0.032581 -21.884626 
rand_0505 4.657848 0.890000 0.536533 -1.922364 -0.054827 -26.514730 
rand_0506 1.864487 1.001453 0.708078 -3.178543 -0.215144 -46.199894 
rand_0507 1.782472 1.060000 0.444349 -5.173871 -0.805136 -40.706335 
rand_0508 7.215330 1.389376 7.199411 -1.986959 -0.061381 -48.899445 
rand_0509 5.950811 1.180000 0.689287 -3.964082 -0.391427 -27.157761 
rand_0510 3.987143 0.930000 0.506143 -4.113157 -0.428665 -17.589363 
rand_0511 1.410184 0.860000 1.512289 -2.566823 -0.119186 -30.365054 
rand_0512 1.563548 0.230000 0.376872 -2.182471 -0.076302 -23.757350 
rand_0513 7.598257 0.947061 5.904881 -2.717661 -0.140882 -46.676328 
rand_0514 1.956389 0.850000 1.588923 -5.000495 -0.731388 -29.918398 
rand_0515 1.998207 0.734869 5.465553 -1.185512 -0.015120 -28.773838 
rand_0516 2.242025 1.000000 1.870060 -6.130953 -1.237684 -45.872163 
rand_0517 4.263196 0.649243 2.039507 -0.178921 -0.000090 -19.477053 
rand_0518 3.992002 1.090000 1.348739 -1.593728 -0.033414 -47.918730 
rand_0519 1.666936 1.240000 0.834389 -2.811265 -0.151658 -51.432526 
rand_0520 2.471641 1.190000 6.541112 -3.666752 -0.320543 -56.079837 
rand_0521 4.448515 0.327477 16.265255 -1.900572 -0.053168 -40.976296 
rand_0522 2.447747 0.796880 1.064500 -2.327699 -0.093316 -16.746786 
rand_0523 2.235104 1.120000 0.920482 -3.065466 -0.196260 -32.771679 
rand_0524 1.453917 0.760000 0.574442 -2.705546 -0.137626 -45.697658 
rand_0525 3.617834 1.060000 2.051264 -1.532077 -0.029116 -29.876414 
rand_0526 2.226176 0.699950 10.032226 -3.438448 -0.267704 -47.716230 
rand_0527 0.814378 1.144476 0.888980 -3.270755 -0.230427 -49.451078 
rand_0528 4.537065 1.237843 0.566005 -1.490921 -0.027509 -38.382630 
rand_0529 0.735950 1.060000 0.711227 -7.824655 -2.471704 -26.306844 
rand_0530 1.986100 0.930000 2.484935 -3.100533 -0.201349 -19.093733 
rand_0531 2.258713 0.890000 1.004008 -0.636348 -0.002818 -51.599224 
rand_0532 2.339908 1.000000 1.066852 -6.142837 -1.264373 -21.063443 
rand_0533 0.967637 1.358211 1.095071 -2.544782 -0.116677 -36.718252 
rand_0534 3.934607 1.000000 0.365077 -4.695290 -0.615292 -44.718086 
rand_0535 3.757938 0.791632 3.845131 -3.335763 -0.246967 -45.166898 
rand_0536 2.790098 0.992784 8.252213 -3.275923 -0.232772 -24.767575 
rand_0537 3.735556 1.130000 4.109342 -3.004264 -0.184615 -56.156715 
rand_0538 2.927392 1.280000 2.435079 -1.402262 -0.023764 -50.122320 
rand_0539 4.514022 0.422317 9.163133 -2.607863 -0.126296 -27.031697 
rand_0540 1.994050 0.859795 4.227490 -3.036878 -0.191740 -46.128366 
rand_0541 3.190686 0.290919 8.099871 -2.243504 -0.083103 -15.629255 
rand_0542 1.659883 0.960000 10.837247 -2.880538 -0.164936 -48.694384 
rand_0543 1.633693 1.090000 3.430815 -0.700671 -0.003636 -26.213722 
rand_0544 3.434304 0.810000 11.314590 -0.646778 -0.002924 -42.116759 
rand_0545 6.897125 1.134470 1.377890 -3.493650 -0.279873 -46.229159 
rand_0546 1.097632 0.742688 1.222369 -0.683764 -0.003357 -38.351597 
rand_0547 1.206938 1.100000 10.698904 -1.864456 -0.051448 -48.087928 
rand_0548 3.902714 0.270000 18.830133 -3.368179 -0.252184 -36.372741 
rand_0549 2.356938 0.256057 1.884492 -1.509349 -0.028415 -19.475334 
rand_0550 2.331370 1.046204 1.047787 -2.657424 -0.131527 -27.234751 
rand_0551 4.192704 0.948834 3.077708 -2.068520 -0.067247 -32.470435 
rand_0552 2.137825 0.756244 1.821038 -3.895220 -0.370778 -41.234456 
rand_0553 4.180881 1.293351 1.002119 -1.676590 -0.038135 -17.631468 
rand_0554 2.440911 1.180000 1.222777 -4.217036 -0.458177 -53.993488 
rand_0555 2.272677 0.653882 3.398547 -0.931691 -0.007922 -17.295528 
rand_0556 1.962043 1.060000 0.652223 -4.107297 -0.425323 -50.824963 
rand_0557 1.921847 1.150000 5.075728 -2.225169 -0.081865 -58.586690 
rand_0558 0.944719 0.564836 2.272575 -1.760615 -0.043619 -35.545873 
rand_0559 8.205203 0.823854 7.840936 -2.704974 -0.137813 -20.922145 
rand_0560 4.099671 1.140000 1.715086 -4.368856 -0.511849 -47.759289 
rand_0561 2.261930 0.840000 4.282805 -8.869693 -3.440949 -39.607782 
rand_0562 1.906883 1.338025 5.867682 -0.722368 -0.003899 -32.877985 
rand_0563 1.612422 0.856877 2.172472 -1.662275 -0.037117 -37.866492 
rand_0564 3.510799 0.793406 0.418910 -2.996156 -0.182608 -18.860906 
rand_0565 3.760479 0.760413 1.828438 -4.801684 -0.653668 -35.364540 
rand_0566 4.332034 1.040000 3.576829 -3.476870 -0.275996 -35.363687 
rand_0567 3.013804 0.820000 10.519831 -3.738026 -0.338893 -37.023686 
rand_0568 2.571591 1.314404 4.689145 -1.757457 -0.043681 -15.604035 
rand_0569 1.837301 1.170000 0.203141 -0.255226 -0.000235 -43.315513 
rand_0570 1.397898 0.800000 3.472162 -6.172187 -1.294992 -11.420125 
rand_0571 5.163338 0.250000 2.565030 -1.902705 -0.053876 -18.074679 
rand_0572 2.295930 1.036068 2.867186 -2.048849 -0.064789 -23.783456 
rand_0573 1.876981 0.757015 0.900085 -0.740440 -0.004197 -22.006301 
rand_0574 7.832720 0.900000 9.328007 -3.739961 -0.331201 -24.846830 
rand_0575 4.426093 0.890000 6.785557 -5.856142 -1.121101 -19.015017 
rand_0576 1.489789 0.860000 0.284977 -2.867640 -0.165187 -19.470465 
rand_0577 3.619396 0.970000 2.602248 -3.172649 -0.215433 -57.086031 
rand_0578 2.366149 0.390000 0.985607 -8.382071 -2.958489 -48.241235 
rand_0579 4.563295 0.550000 7.712217 -3.085775 -0.197313 -57.099601 
rand_0580 2.533143 1.040000 0.929907 -3.769428 -0.344393 -26.712229 
rand_0581 4.808829 0.887674 0.525115 -0.845462 -0.006038 -43.373553 
rand_0582 4.206037 1.020000 6.936799 -1.243130 -0.017314 -45.822352 
rand_0583 1.952396 0.264811 2.273233 -3.082407 -0.198461 -24.321423 
rand_0584 1.037133 0.639922 1.206758 -0.732094 -0.004131 -31.293551 
rand_0585 2.837076 0.951735 3.497230 -0.843268 -0.005965 -12.155040 
rand_0586 2.012764 0.997869 1.590862 -1.590217 -0.032895 -34.895443 
rand_0587 2.009590 0.413644 0.715612 -1.382772 -0.022753 -46.039247 
rand_0588 2.832870 0.512068 0.253782 -3.374225 -0.252067 -12.913462 
rand_0589 2.959579 1.208304 3.203861 -0.728476 -0.004016 -42.504838 
rand_0590 6.197259 1.100000 14.124274 -5.134099 -0.780707 -41.943254 
rand_0591 3.300496 0.853824 1.027466 -2.154763 -0.075275 -17.632579 
rand_0592 5.253209 1.200000 0.845721 -4.071307 -0.414481 -15.284194 
rand_0593 1.723474 0.700000 2.532367 -11.016592 -6.076765 -29.884835 
rand_0594 1.747875 0.880000 1.818822 -2.768064 -0.149347 -52.379432 
rand_0595 3.655200 0.960000 2.817147 -2.897222 -0.167090 -10.057147 
rand_0596 1.285340 0.810000 0.965868 -5.613342 -0.999601 -42.105296 
rand_0597 2.283676 0.858299 2.874451 -2.754315 -0.150016 -34.487965 
rand_0598 1.913986 0.969271 6.858314 -3.191714 -0.220117 -11.666764 
rand_0599 1.547308 0.980000 2.130598 -8.777242 -3.380379 -40.004935 
rand_0600 5.870900 0.860000 4.802437 -3.357495 -0.248867 -27.974599 
rand_0601 4.111037 0.730000 0.546977 -7.013945 -1.817655 -17.367866 
rand_0602 5.703398 0.921847 1.983125 -2.621195 -0.128857 -34.400152 
rand_0603 2.633163 1.250975 0.908939 -3.389203 -0.256708 -36.202933 
rand_0604 3.592541 0.920000 10.812363 -3.182560 -0.214326 -50.624772 
rand_0605 2.118065 0.426315 1.301277 -2.678142 -0.133916 -17.236697 
rand_0606 2.370919 0.680000 3.967802 -1.750356 -0.043327 -56.660891 
rand_0607 1.840719 1.342726 1.784479 -4.589305 -0.585079 -37.839994 
rand_0608 2.372351 0.620000 7.488722 -3.223926 -0.222952 -58.502388 
rand_0609 4.314199 0.730000 0.520932 -1.342518 -0.020789 -50.340144 
rand_0610 3.596215 0.672560 1.280089 -3.382413 -0.252199 -14.639227 
rand_0611 2.847314 1.250000 7.794186 -2.869452 -0.163711 -29.083920 
rand_0612 4.816816 1.070000 1.668909 -0.154854 -0.000062 -25.622605 
rand_0613 1.783551 0.499033 0.198959 -2.473134 -0.109792 -25.889179 
rand_0614 4.829790 1.000000 8.368369 -5.873845 -1.114659 -17.665222 
rand_0615 3.346151 1.080000 9.570658 -2.584989 -0.125116 -22.942474 
rand_0616 2.508211 1.040000 1.116422 -2.474927 -0.107833 -44.046998 
rand_0617 2.060309 0.950000 15.223765 -3.360049 -0.253919 -42.593119 
rand_0618 4.775048 1.280000 0.744862 -3.629246 -0.307627 -10.735457 
rand_0619 1.429440 0.790000 1.230861 -3.334212 -0.248790 -33.156907 
rand_0620 2.162522 0.880000 1.163847 -3.600857 -0.300616 -50.194415 
rand_0621 4.322307 1.180000 1.820052 -1.297750 -0.019188 -38.964461 
rand_0622 3.179849 0.960326 0.449054 -0.213288 -0.000143 -20.118639 
rand_0623 2.192644 0.907596 10.281012 -2.139145 -0.074127 -27.466901 
rand_0624 5.624671 0.780000 3.009195 -3.297996 -0.233135 -50.869507 
rand_0625 5.127888 0.760000 2.265709 -7.516111 -2.201736 -21.843508 
rand_0626 0.964103 0.360607 0.127225 -2.398463 -0.101098 -36.356417 
rand_0627 3.239688 1.000000 3.770312 -3.280316 -0.231262 -14.264792 
rand_0628 3.067390 1.030000 8.659049 -1.864988 -0.051050 -57.886567 
rand_0629 1.350946 0.967708 4.773332 -3.244229 -0.226483 -14.841424 
rand_0630 3.118864 0.639576 2.348584 -2.873729 -0.161511 -35.120191 
rand_0631 0.998121 0.654719 0.598301 -4.278475 -0.477772 -40.896014 
rand_0632 3.577984 0.800000 1.582062 -2.857664 -0.161607 -16.005896 
rand_0633 1.802968 1.353467 1.535086 -4.367817 -0.512292 -16.376363 
rand_0634 1.790735 1.130000 2.623497 -6.120291 -1.240716 -16.040434 
rand_0635 3.975378 0.833770 0.660453 -1.487612 -0.027231 -35.708739 
rand_0636 2.452946 0.982267 0.830574 -1.738897 -0.042149 -16.099355 
rand_0637 5.344873 0.980000 4.886179 -5.486362 -0.922539 -14.329767 
rand_0638 4.132877 1.090000 2.454984 -0.660206 -0.003081 -58.013974 
rand_0639 3.076109 0.390000 5.459095 -2.684749 -0.134660 -20.035595 
rand_0640 2.355913 1.030000 2.448706 -6.078106 -1.252768 -22.506950 
rand_0641 2.774507 1.091373 4.917442 -2.135405 -0.073095 -30.979634 
rand_0642 4.442281 0.750000 4.171236 -2.743849 -0.145170 -13.900266 
rand_0643 2.802008 0.918344 1.482954 -2.221490 -0.082815 -38.453653 
rand_0644 2.717872 0.399134 4.022493 -1.660016 -0.036927 -43.541341 
rand_0645 2.521878 0.470000 0.428067 -5.276265 -0.853987 -45.379077 
rand_0646 2.048279 1.100000 0.354661 -7.443831 -2.113557 -29.656555 
rand_0647 1.773225 1.060000 0.563799 -3.914453 -0.376327 -13.873803 
rand_0648 3.784908 0.774166 1.442810 -2.627554 -0.127584 -41.962047 
rand_0649 2.931861 0.884725 1.517043 -2.564948 -0.120369 -23.111790 
